Region,Country,Group,Pb204/Pb206,Pb207/Pb206,Pb208/Pb206,Pb206/Pb204,Pb207/Pb204,Pb208/Pb204,Age,Mu,Kappa,Pb207,Pb206,Pb208,Reference
Sauerland,Germany,B,0.054231811,0.846509403,2.082030102,18.43936195,15.60909328,38.39130665,193.5698482,9.639065297,3.868406157,21.54768718,25.45475229,52.99756053,Bode 2008
Sauerland,Germany,B,0.054873106,0.857577348,2.096955395,18.22386359,15.6283726,38.21462907,391.7951518,9.766945125,3.924013924,21.68593367,25.28743761,53.02662872,Bode 2008
Sauerland,Germany,B,0.054894354,0.85732631,2.096152031,18.21680961,15.61775016,38.18520246,377.1179071,9.725671343,3.909060528,21.68536756,25.29418182,53.02045061,Bode 2008
Sauerland,Germany,B,0.054912078,0.856694458,2.094267727,18.2109298,15.60120263,38.13856255,350.1766136,9.660248912,3.881833012,21.68318546,25.31029034,53.0065242,Bode 2008
Sauerland,Germany,B,0.054899938,0.85645491,2.093454761,18.21495684,15.60028923,38.13218812,345.4158797,9.655566256,3.875325336,21.68289864,25.31703464,53.00006672,Bode 2008
Sauerland,Germany,B,0.054820874,0.855940823,2.094948322,18.24122681,15.61341068,38.21442749,350.7305732,9.701973426,3.90700785,21.66451124,25.31075824,53.02473052,Bode 2008
Sauerland,Germany,B,0.054909111,0.856780665,2.093685707,18.21191386,15.60361567,38.13002374,354.0332324,9.669742565,3.877334178,21.68808906,25.31346696,52.99844398,Bode 2008
Sauerland,Germany,B,0.054554476,0.851230502,2.087579632,18.33030164,15.60331187,38.26596436,264.5384795,9.640241317,3.871723193,21.61136163,25.38837786,53.00026051,Bode 2008
Sauerland,Germany,B,0.054782513,0.856415032,2.093678098,18.254,15.633,38.218,378.1455802,9.777964584,3.907072175,21.68088205,25.31585882,53.00325914,Bielicki & Tischendorf (1999)
Sauerland,Germany,B,0.054555374,0.855100927,2.091707583,18.33,15.674,38.341,398.3346995,9.924757283,3.936547741,21.66562997,25.33692722,52.99744281,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054803529,0.855647504,2.08960377,18.247,15.613,38.129,345.6419965,9.698884717,3.856514632,21.68803567,25.346928,52.96503632,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054809514,0.856225128,2.092524972,18.2450075,15.62183389,38.1781338,363.843542,9.735049145,3.887601306,21.68344683,25.32446913,52.99208404,Bode 2008
Sauerland,Germany,B,0.054933657,0.856739697,2.093213988,18.2037764,15.59589788,38.10439939,345.419987,9.640627752,3.866131915,21.68986691,25.31675254,52.99338055,Bode 2008
Sauerland,Germany,B,0.054875152,0.856634591,2.094234549,18.223184,15.61060977,38.16362152,358.8862022,9.695170017,3.890510057,21.68218082,25.3108864,53.00693277,Bode 2008
Sauerland,Germany,B,0.054980327,0.856474455,2.092116686,18.18832387,15.57783477,38.05209586,322.3355647,9.57170956,3.841622672,21.69063406,25.32548862,52.98387732,Bode 2008
Sauerland,Germany,B,0.054812191,0.856946722,2.094903424,18.24411655,15.63423588,38.21966222,387.7611432,9.785513638,3.91506072,21.68469681,25.30460324,53.01069996,Bode 2008
Sauerland,Germany,B,0.054956525,0.857409676,2.095119682,18.19620137,15.60159913,38.12321963,361.963521,9.665532628,3.883500293,21.69268331,25.30025482,53.00706186,Bode 2008
Sauerland,Germany,B,0.054915832,0.857093687,2.095297725,18.20968497,15.60740603,38.15471149,362.8962757,9.685613645,3.893641943,21.68544554,25.30113786,53.0134166,Bode 2008
Sauerland,Germany,B,0.054265249,0.849902323,2.087421315,18.428,15.662,38.467,304.2531934,9.851935539,3.934377871,21.58578773,25.39796298,53.01624929,Schaeffer (1984)
Sauerland,Germany,B,0.054938907,0.858054301,2.097484652,18.20203658,15.61833578,38.17849237,389.1988253,9.731839703,3.915601986,21.69247507,25.28100498,53.02651995,Bode 2008
Sauerland,Germany,B,0.054964749,0.857333613,2.095793906,18.19347879,15.5978809,38.12978198,356.9318328,9.651192222,3.887653797,21.68747679,25.29642657,53.01609665,Bode 2008
Sauerland,Germany,B,0.054912785,0.85728951,2.096340135,18.21069548,15.61183821,38.17581183,370.5269149,9.703286542,3.906029563,21.68360689,25.29321383,53.02317928,Bode 2008
Sauerland,Germany,B,0.05433011,0.849342606,2.084754971,18.406,15.633,38.372,265.267429,9.741201634,3.888535916,21.5892613,25.41878996,52.99194874,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054857406,0.855687657,2.095387181,18.22907914,15.59839801,38.19697875,331.1995969,9.644479737,3.900497968,21.65708552,25.30956869,53.03334579,Bode 2008
Sauerland,Germany,B,0.053951983,0.847693553,2.086161316,18.535,15.712,38.667,319.5889401,10.02688437,3.985818914,21.54867378,25.42035823,53.03096799,Schaeffer (1984)
Sauerland,Germany,B,0.05417274,0.845985404,2.080967136,18.45946878,15.61644115,38.41354788,192.9016478,9.663755544,3.869537719,21.54305139,25.46503911,52.9919095,Bode 2008
Sauerland,Germany,B,0.054588133,0.854249686,2.095365468,18.319,15.649,38.385,360.0904313,9.826248218,3.959133076,21.6286816,25.3189225,53.05239589,Schaeffer (1984)
Sauerland,Germany,B,0.054522654,0.853388583,2.089635243,18.341,15.652,38.326,349.5020548,9.832867758,3.913649781,21.64299838,25.3612467,52.99575492,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.053705693,0.840708915,2.068796992,18.62,15.654,38.521,146.4702785,9.777938714,3.835023338,21.50422419,25.57867985,52.91709595,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054516674,0.852160557,2.0916635,18.34301194,15.63119127,38.36740856,308.7098209,9.748690573,3.927333799,21.6074689,25.35610072,53.03643038,Bode 2008
Sauerland,Germany,B,0.054554184,0.852031015,2.090749137,18.33039976,15.61806911,38.32426747,293.0048203,9.69912676,3.908071015,21.60990423,25.36281409,53.02728168,Bode 2008
Sauerland,Germany,B,0.05453432,0.852184188,2.091399101,18.33707651,15.62656666,38.35014533,304.3042127,9.731568229,3.920446241,21.60938734,25.35764879,53.03296388,Bode 2008
Sauerland,Germany,B,0.054543842,0.852086279,2.091003213,18.33387518,15.62204348,38.33619191,298.0358219,9.714211701,3.913529597,21.60961045,25.36082435,53.0295652,Bode 2008
Sauerland,Germany,B,0.054112554,0.846915584,2.081277056,18.48,15.651,38.462,,,,21.55993002,25.45699999,52.98306999,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054235889,0.847156222,2.083863333,18.4379756,15.61984575,38.42222128,215.7782651,9.68183796,3.889396502,21.55054713,25.4386931,53.01075977,Bode 2008
Sauerland,Germany,B,0.054140205,0.846364006,2.082619906,18.47056173,15.63281862,38.46715954,216.6871604,9.726056558,3.896177372,21.54154929,25.45187312,53.00657759,Bode 2008
Sauerland,Germany,B,0.054181073,0.846876767,2.083273524,18.45662955,15.63049076,38.45020768,,,,21.54820311,25.44431958,53.00747731,Bode 2008
Sauerland,Germany,B,0.054185954,0.847119743,2.085058483,18.4549671,15.63356698,38.47968571,229.8074175,9.732444771,3.913284631,21.54326925,25.43119723,53.02553352,Bode 2008
Sauerland,Germany,B,0.054152464,0.846142647,2.081412266,18.46638046,15.62519204,38.4361508,,,,21.54375089,25.46113351,52.9951156,Bode 2008
Sauerland,Germany,B,0.054290626,0.847490623,2.084187237,18.419386,15.61025691,38.38944921,210.9538379,9.647958978,3.880959289,21.55544409,25.43443373,53.01012218,Bode 2008
Sauerland,Germany,B,0.05427672,0.847576784,2.083978742,18.42410515,15.61584379,38.39544347,218.3706254,9.669030482,3.882993202,21.55830633,25.43522516,53.00646851,Bode 2008
Sauerland,Germany,B,0.054260433,0.847499693,2.084558351,18.42963539,15.61911033,38.41765035,220.6086585,9.680750121,3.892220559,21.5535906,25.43197453,53.01443487,Bode 2008
Sauerland,Germany,B,0.054180679,0.845822816,2.080079066,18.45676395,15.61115206,38.39152832,184.4888069,9.643483101,3.857879229,21.54467537,25.47185411,52.98347052,Bode 2008
Sauerland,Germany,B,0.054217926,0.847656102,2.085724423,18.44408441,15.6342407,38.46927732,239.2451306,9.737533136,3.915234442,21.55032031,25.42342379,53.02625591,Bode 2008
Sauerland,Germany,B,0.054084003,0.845453356,2.080550893,18.48975577,15.63222607,38.46887787,201.1545397,9.719557753,3.884301205,21.53470304,25.47118996,52.994107,Bode 2008
Sauerland,Germany,B,0.054119306,0.844798865,2.078505824,18.47769439,15.60993525,38.4059954,166.235159,9.634307064,3.851400909,21.53283857,25.48871626,52.97844517,Bode 2008
Sauerland,Germany,B,0.053957624,0.848137929,2.091496649,18.53306203,15.71859284,38.76183714,333.1373012,10.05385724,4.038950481,21.52834005,25.38306486,53.08859509,Bode 2008
Sauerland,Germany,B,0.054144334,0.846933256,2.084613082,18.46915324,15.64214008,38.50103845,235.8386468,9.763297821,3.918163185,21.54198839,25.4352846,53.02272701,Bode 2008
Sauerland,Germany,B,0.054179986,0.84672482,2.081595059,18.457,15.628,38.42,,,,21.55437556,25.45617544,52.989449,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.055360647,0.86225716,2.113706198,18.06337258,15.57527234,38.18066258,411.7851762,9.592938846,3.9978214,21.68674815,25.15113723,53.16211462,Bode 2008
Sauerland,Germany,B,0.054327158,0.84935079,2.098766774,18.407,15.634,38.632,266.4468551,9.744957039,4.02605848,21.51280393,25.32852641,53.15866966,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054004428,0.845655344,2.081060647,18.517,15.659,38.535,232.8195139,9.819551068,3.910415325,21.53594367,25.46657315,52.99748319,Schaeffer (1984)
Sauerland,Germany,B,0.054381442,0.849206605,2.08591192,18.38862587,15.61574255,38.3570539,244.8543724,9.676484217,3.886039547,21.580204,25.41219517,53.00760083,Bode 2008
Sauerland,Germany,B,0.054159145,0.84549803,2.080302133,18.46410246,15.61136225,38.41091173,179.3567807,9.642762341,3.863329504,21.53696048,25.4725141,52.99052542,Bode 2008
Sauerland,Germany,B,0.054091035,0.845109097,2.079252015,18.48735199,15.62382935,38.43986387,186.465784,9.686952274,3.867741724,21.5349473,25.48185479,52.9831979,Bode 2008
Sauerland,Germany,B,0.054481333,0.851143178,2.088642089,18.35491056,15.6226569,38.33683874,283.4996318,9.711731616,3.900054574,21.60379614,25.38209401,53.01410985,Bode 2008
Sauerland,Germany,B,0.054512481,0.851406444,2.089818916,18.34442284,15.61855982,38.33652185,283.4566046,9.69780785,3.905440825,21.6025821,25.37281958,53.02459832,Bode 2008
Sauerland,Germany,B,0.054437463,0.850563457,2.088348032,18.36970253,15.62459768,38.36233212,276.181126,9.716047933,3.904498895,21.59387077,25.38772458,53.01840465,Bode 2008
Sauerland,Germany,B,0.054488463,0.850841422,2.087524635,18.35250889,15.61507476,38.31131443,270.6698682,9.682028613,3.885365714,21.60391923,25.39124057,53.00484021,Bode 2008
Sauerland,Germany,B,0.054517378,0.85089606,2.087534759,18.34277492,15.60779491,38.29118022,263.8652618,9.655248544,3.878514748,21.60495129,25.39082304,53.00422566,Bode 2008
Sauerland,Germany,B,0.05450782,0.851367924,2.088977017,18.34599138,15.61918859,38.32435435,283.4938806,9.699954238,3.898105496,21.60643133,25.37848881,53.01507986,Bode 2008
Sauerland,Germany,B,0.054484346,0.850408229,2.08671714,18.35389553,15.60830379,38.29938838,256.4870298,9.654743041,3.8757083,21.5997244,25.399242,53.00103361,Bode 2008
Sauerland,Germany,B,0.054487591,0.851018766,2.08837673,18.35280243,15.61857928,38.32756552,277.2212593,9.695940357,3.89507771,21.60277553,25.38460536,53.01261911,Bode 2008
Sauerland,Germany,B,0.054510873,0.850537011,2.086645634,18.34496393,15.60307078,38.27943889,253.0155683,9.635948629,3.869132106,21.60268108,25.3988725,52.99844642,Bode 2008
Sauerland,Germany,B,0.054482899,0.850941585,2.088496481,18.3543831,15.61850785,38.33306451,275.8997999,9.695289716,3.89693934,21.6005829,25.38433105,53.01508605,Bode 2008
Sauerland,Germany,B,0.054473765,0.850997081,2.087651928,18.35746086,15.62214561,38.32398855,280.6093831,9.709096724,3.891317258,21.60631931,25.38941646,53.00426422,Bode 2008
Sauerland,Germany,B,0.054541943,0.851093367,2.087458199,18.33451369,15.60438299,38.27253093,263.4495738,9.64354552,3.872821115,21.60929857,25.39004462,53.00065682,Bode 2008
Sauerland,Germany,B,0.054274153,0.852769584,2.094170263,18.42497657,15.71225961,38.58503803,399.3633801,10.05553433,4.01629129,21.60584193,25.33608412,53.05807395,Bode 2008
Sauerland,Germany,B,0.054523616,0.851592783,2.088933497,18.34067641,15.61878767,38.31245331,286.6987774,9.699591918,3.895134753,21.61114335,25.37732092,53.01153573,Bode 2008
Sauerland,Germany,B,0.05445912,0.850646924,2.087415518,18.3623973,15.61991678,38.32995308,272.6189682,9.699060782,3.8904478,21.60064592,25.39319816,53.00615592,Bode 2008
Sauerland,Germany,B,0.05431515,0.848207919,2.084476293,18.41106964,15.61641507,38.3774382,229.2966079,9.674157395,3.882266173,21.56816752,25.4279252,53.00390727,Bode 2008
Sauerland,Germany,B,0.054335063,0.846789589,2.085439784,18.40432203,15.58458828,38.38110536,,,,21.53459294,25.43086644,53.03454062,Bode 2008
Sauerland,Germany,B,0.054365902,0.849323752,2.087199572,18.39388241,15.62236122,38.39170349,253.769999,9.701608652,3.90327912,21.57547872,25.40312651,53.02139477,Bode 2008
Sauerland,Germany,B,0.054348657,0.848642783,2.084946457,18.39971862,15.61478842,38.36242814,234.6551168,9.670221423,3.881229777,21.57426033,25.42207483,53.00366484,Bode 2008
Sauerland,Germany,B,0.054376351,0.848929755,2.085494698,18.39034765,15.61211332,38.35297252,236.4803114,9.661691571,3.881458681,21.57697434,25.41667815,53.00634751,Bode 2008
Sauerland,Germany,B,0.054331026,0.848312135,2.084147769,18.40568963,15.61376987,38.36017698,228.1710313,9.664861358,3.875744645,21.57204792,25.42937562,52.99857646,Bode 2008
Sauerland,Germany,B,0.0544235,0.849329297,2.087486545,18.37441548,15.60592938,38.35634509,236.3896053,9.640699813,3.891612958,21.57401643,25.40123897,53.02474459,Bode 2008
Sauerland,Germany,B,0.05416242,0.84789531,2.086946437,18.4629861,15.65467932,38.53126306,264.5258688,9.814535762,3.942529907,21.54839672,25.41398268,53.0376206,Bode 2008
Sauerland,Germany,B,0.054247086,0.847658784,2.085427484,18.43416975,15.62588592,38.44312425,230.4330321,9.706593949,3.905056037,21.5520008,25.42532585,53.02267334,Bode 2008
Sauerland,Germany,B,0.054245991,0.84750821,2.084692184,18.43454217,15.62342583,38.43034597,225.3574691,9.696762816,3.897204374,21.55302693,25.43105386,53.01591922,Bode 2008
Sauerland,Germany,B,0.054192069,0.847874481,2.086761677,18.45288453,15.64572989,38.50677227,254.8622091,9.781208589,3.933198828,21.54899326,25.41531059,53.03569615,Bode 2008
Sauerland,Germany,B,0.054250508,0.847736111,2.085249338,18.433007,15.62632566,38.43741564,232.1604941,9.708594767,3.902968664,21.55451938,25.42597762,53.019503,Bode 2008
Sauerland,Germany,B,0.054222962,0.847749533,2.085455226,18.44237145,15.63451179,38.46073992,241.0492614,9.738991651,3.911963743,21.55365879,25.4245599,53.02178131,Bode 2008
Sauerland,Germany,B,0.054190192,0.846684035,2.082756594,18.45352393,15.62430411,38.43419865,,,,21.54718993,25.44891486,53.00389521,Bode 2008
Sauerland,Germany,B,0.054252211,0.847141115,2.084368142,18.43242843,15.61486798,38.4199666,,,,21.54747859,25.43552449,53.01699693,Bode 2008
Sauerland,Germany,B,0.054221582,0.847068142,2.084335433,18.44284088,15.62234296,38.44106673,217.0110522,9.690656851,3.896998623,21.54620166,25.43620824,53.01759011,Bode 2008
Sauerland,Germany,B,0.054233214,0.847068535,2.084233459,18.4388852,15.61899947,38.43094148,213.4356328,9.678292379,3.893090397,21.54676837,25.43686549,53.01636614,Bode 2008
Sauerland,Germany,B,0.054214604,0.847193655,2.084460396,18.44521439,15.62666859,38.4483189,223.6801101,9.707260854,3.900780837,21.54802136,25.43458776,53.01739088,Bode 2008
Sauerland,Germany,B,0.054212087,0.847034768,2.084068919,18.44607097,15.62446344,38.44288319,,,,21.54699634,25.43814867,53.01485499,Bode 2008
Sauerland,Germany,B,0.054071591,0.848599546,2.090840273,18.494,15.694,38.668,315.9344826,9.964489684,4.007447016,21.54112221,25.38431975,53.07455803,Schaeffer (1984)
Sauerland,Germany,B,0.053873505,0.848615451,2.091800453,18.562,15.752,38.828,373.1686788,10.18148849,4.065557918,21.53618988,25.37803177,53.08577835,Schaeffer (1984)
Sauerland,Germany,B,0.054171181,0.84631636,2.079685807,18.46,15.623,38.391,205.4053593,9.689530069,3.85967188,21.55669619,25.47120347,52.97210034,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.053864799,0.847239429,2.080635605,18.565,15.729,38.627,329.2640723,10.08793333,3.950994722,21.56991813,25.45905843,52.97102344,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.053792361,0.844916622,2.083431953,18.59,15.707,38.731,270.424118,9.993928485,3.981036694,21.50818864,25.45598948,53.03582188,Schaeffer (1984)
Sauerland,Germany,B,0.054017586,0.843964696,2.079580124,18.51248947,15.62388754,38.49820514,,,,21.5102601,25.48715629,53.00258361,Bode 2008
Sauerland,Germany,B,0.054025265,0.844681933,2.082132289,18.5098582,15.63494281,38.53997342,191.4130875,9.72597601,3.909209283,21.51061612,25.46593608,53.02344779,Bode 2008
Sauerland,Germany,B,0.05401988,0.844059958,2.080342211,18.51170335,15.62498756,38.51067788,170.4205356,9.686390085,3.88920355,21.50798828,25.48158819,53.01042353,Bode 2008
Sauerland,Germany,B,0.054418803,0.851075991,2.089302265,18.37600126,15.63937348,38.39302106,299.7877094,9.773635869,3.921818506,21.5988399,25.37827424,53.02288586,Bode 2008
Sauerland,Germany,B,0.054321553,0.850910988,2.090770732,18.40889917,15.66433458,38.48878759,322.6922673,9.865881706,3.959477757,21.58751133,25.36988198,53.04260669,Bode 2008
Sauerland,Germany,B,0.05434598,0.85149996,2.092216887,18.40062491,15.66813137,38.49809817,335.8731998,9.883166055,3.971292121,21.59130568,25.35679002,53.05190429,Bode 2008
Sauerland,Germany,B,0.054419178,0.850314469,2.087532976,18.37587488,15.6252723,38.36024478,272.8684967,9.717314489,3.899522195,21.59338271,25.39458458,53.01203271,Bode 2008
Sauerland,Germany,B,0.054482178,0.850820139,2.087808405,18.35462584,15.6164853,38.3209421,271.8108331,9.687165927,3.889596086,21.60193908,25.38954839,53.00851254,Bode 2008
Sauerland,Germany,B,0.054403926,0.849450899,2.084613279,18.38102639,15.6137794,38.31733169,246.7421603,9.670390615,3.869265165,21.5921973,25.41900576,52.98879694,Bode 2008
Sauerland,Germany,B,0.054746524,0.857768532,2.094273514,18.266,15.668,38.254,433.9636435,9.917273681,3.930423615,21.70443841,25.30337452,52.99218707,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054215234,0.848522635,2.079967471,18.445,15.651,38.365,270.8109346,9.803996172,3.86549078,21.59920509,25.45507238,52.94572253,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054477911,0.851434149,2.08989342,18.35606349,15.62897929,38.36221631,294.7698394,9.736737429,3.915053894,21.60272481,25.3721616,53.02511359,Bode 2008
Sauerland,Germany,B,0.054351475,0.848722536,2.083833731,18.39876463,15.61544618,38.33996634,236.6566519,9.673042935,3.870186128,21.58195531,25.4287525,52.98929219,Bode 2008
Sauerland,Germany,B,0.053885117,0.845026404,2.084276323,18.558,15.682,38.68,246.5866275,9.901699389,3.966975978,21.50575974,25.44980801,53.04443225,Schaeffer (1984)
Sauerland,Germany,B,0.054743527,0.856790934,2.096074889,18.267,15.651,38.289,402.0367694,9.847681173,3.943051876,21.67518385,25.29810129,53.02671486,Schaeffer (1984)
Sauerland,Germany,B,0.054291764,0.84917748,2.083935067,18.419,15.641,38.384,270.9612285,9.770104339,3.889109404,21.59046988,25.42515598,52.98437414,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054487005,0.851522912,2.087233695,18.353,15.628,38.307,295.1783713,9.733540405,3.887231851,21.61907924,25.38872289,52.99219788,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054623355,0.852741543,2.091263693,18.3071874,15.61129924,38.28515633,297.3664945,9.677505035,3.900221881,21.62120718,25.35493591,53.02385691,Bode 2008
Sauerland,Germany,B,0.054954113,0.857613892,2.095015662,18.197,15.606,38.123,369.7107461,9.683130196,3.884353643,21.6973,25.29961349,53.00308651,Wedepohl et al. (1978)
Bergisches Land,Germany,C,0.054851329,0.85655944,2.100313543,18.23109867,15.61601967,38.29102344,363.2204031,9.715045294,3.95653557,21.64738276,25.27248169,53.08013555,Bode 2008
Bergisches Land,Germany,C,0.05482,0.85408,2.089800001,18.24151769,15.57971543,38.12112368,285.6759011,9.5666056,3.844391019,21.65583131,25.35574105,52.98842764,Zwicker et al. (1991)
Bergisches Land,Germany,C,0.055035773,0.85872317,2.096037424,18.17,15.603,38.085,384.2135329,9.677866697,3.880682279,21.71365749,25.28598068,53.00036182,Bielicki & Tischendorf (1991)
Bergisches Land,Germany,C,0.05501503,0.858961805,2.097565802,18.17685079,15.61322056,38.12714061,398.3312314,9.71759565,3.902737356,21.70999144,25.27468779,53.01532077,Bode 2008
Bergisches Land,Germany,C,0.055005957,0.859737862,2.10063162,18.17984927,15.62990474,38.18916623,,,,21.70852658,25.25016932,53.0413041,Bode 2008
Bergisches Land,Germany,C,0.054887184,0.861749799,2.109494199,18.21918923,15.70038265,38.433274,525.7542894,10.06393922,4.071637345,21.69974444,25.18102641,53.11922915,Bode 2008
Bergisches Land,Germany,C,0.054878301,0.86154052,2.108971167,18.2221386,15.69911076,38.4299649,521.401483,10.05778861,4.067323914,21.69847586,25.18567074,53.1158534,Bode 2008
Bergisches Land,Germany,C,0.054890961,0.862282935,2.11190126,18.21793578,15.70901514,38.47448152,541.793854,10.10021266,4.098120128,21.69710545,25.16239688,53.14049767,Bode 2008
Bergisches Land,Germany,C,0.054831966,0.862906147,2.114112036,18.23753681,15.73728262,38.55619608,576.8601356,10.21230652,4.138757175,21.6973146,25.14446637,53.15821903,Bode 2008
Bergisches Land,Germany,C,0.055138084,0.867475726,2.124448486,18.13628504,15.73278703,38.52960329,640.4844685,10.22593694,4.19512587,21.73076642,25.05057579,53.2186578,Bode 2008
Bergisches Land,Germany,C,0.055101835,0.859335382,2.098242927,18.14821603,15.59540416,38.07936592,386.1561687,9.65265728,3.889737403,21.71366717,25.26797758,53.01835524,Bode 2008
Bergisches Land,Germany,C,0.054884742,0.859440176,2.099945115,18.22,15.659,38.261,451.0963649,9.892950093,3.962452649,21.70640421,25.2564458,53.03714999,Bielicki & Tischendorf (1991)
Bergisches Land,Germany,C,0.05429766,0.860835098,2.087364935,18.417,15.854,38.443,647.7484357,10.64674961,3.991216567,21.80322909,25.32799736,52.86877355,Bielicki & Tischendorf (1991)
Bergisches Land,Germany,C,0.055306934,0.859829731,2.098700732,18.08091546,15.54650868,37.94643052,343.2616354,9.471902054,3.844837034,21.72093253,25.26189982,53.01716765,Bode (unpub)
Bergisches Land,Germany,C,0.055122482,0.860619532,2.099883172,18.14141832,15.61285894,38.09485904,423.9893567,9.725476663,3.908908444,21.73005793,25.24931997,53.0206221,Bode (unpub)
Bergisches Land,Germany,C,0.055288843,0.859319087,2.097764252,18.08683184,15.54235982,37.94190926,330.6387938,9.453744112,3.836857993,21.71597142,25.27113822,53.01289036,Bode (unpub)
Bergisches Land,Germany,C,0.055137881,0.859665131,2.097724533,18.13635164,15.5911891,38.04506977,387.0706133,9.638611019,3.877387322,21.72303472,25.26918209,53.00778319,Bode (unpub)
Bergisches Land,Germany,C,0.055106153,0.859299994,2.096406212,18.14679386,15.59353986,38.04305138,383.6925898,9.645460396,3.870002082,21.72304892,25.27993607,52.99701501,Bode (unpub)
Bergisches Land,Germany,C,0.05521,0.85908,2.09601,18.11266075,15.5602246,37.96431806,345.6750286,9.519346084,3.838036555,21.72087108,25.2838747,52.99525422,Zwicker et al. (1991)
Laurion,Greece,D,0.053168864,0.83201,2.05822,18.808,15.64844408,38.71100176,-6.141411491,9.720698765,3.810865312,21.38716734,25.70542102,52.90741164,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053061658,0.83177,2.05748,18.846,15.67553742,38.77526808,20.38371184,9.81826668,3.82886039,21.38638555,25.71189818,52.90171627,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053095466,0.831,2.05659,18.834,15.651054,38.73381606,-20.48556225,9.726174654,3.807009329,21.37571092,25.72287716,52.90141193,Stos-Gale et al. (1996)
Laurion,Greece,D,0.052845743,0.83163,2.06359,18.923,15.73693449,39.04931357,85.14798949,10.04169429,3.937716387,21.35001361,25.6724909,52.97749549,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053126494,0.83148,2.05785,18.823,15.65094804,38.73491055,-12.36685528,9.727687916,3.814323568,21.37848935,25.71136931,52.91014134,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053115207,0.83135,2.0569,18.827,15.65182645,38.7252563,-13.5929635,9.730362599,3.807379764,21.38108404,25.7185109,52.90040507,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053126494,0.83151,2.05803,18.823,15.65151273,38.73829869,-11.20739496,9.729858001,3.816206053,21.37810641,25.70998113,52.91191246,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053075739,0.83147,2.05768,18.841,15.66572627,38.76874888,4.250188278,9.781352465,3.825229014,21.37922168,25.7125593,52.90821902,Stos-Gale et al. (1996)
Laurion,Greece,D,0.052985747,0.83216,2.05713,18.873,15.70535568,38.82421449,59.90466351,9.928595798,3.846880397,21.39619314,25.71163374,52.89217312,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053143434,0.83187,2.05805,18.817,15.65329779,38.72632685,-3.00667082,9.737778369,3.814634186,21.3852727,25.70746956,52.90725773,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053101105,0.8314,2.0572,18.832,15.6569248,38.7411904,-6.923053808,9.749080948,3.814007941,21.3804454,25.71619606,52.90335854,Stos-Gale et al. (1996)
Laurion,Greece,D,0.05314061,0.83184,2.05785,18.818,15.65356512,38.7246213,-3.215765629,9.738629975,3.813263961,21.38576596,25.70898966,52.90524438,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053084192,0.83172,2.05662,18.838,15.66794136,38.74260756,11.00816911,9.79042017,3.814939384,21.39010477,25.71791561,52.89197961,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053101105,0.83106,2.05634,18.832,15.65052192,38.72499488,-20.06424668,9.724479774,3.803689723,21.37829912,25.72413438,52.8975665,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053137786,0.83166,2.05816,18.819,15.65100954,38.73251304,-9.210571663,9.728626288,3.815638379,21.38042377,25.70813045,52.91144577,Stos-Gale et al. (1996)
Laurion,Greece,D,0.05314061,0.83161,2.05883,18.818,15.64923698,38.74306294,-12.09273671,9.721989012,3.820851273,21.37573128,25.70403348,52.92023524,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053056027,0.8325,2.0628,18.848,15.69096,38.8796544,10.00635614,9.800995531,3.877672303,21.37190974,25.67196365,52.95612661,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053092647,0.83142,2.05801,18.835,15.6597957,38.76261835,9.90066062,9.78457523,3.826115166,21.37639706,25.71070825,52.91289469,Stos-Gale et al. (1996)
Laurion,Greece,D,0.053067289,0.83216,2.06375,18.844,15.68122304,38.889305,33.33181365,9.840580255,3.888597865,21.35983634,25.66794407,52.97221958,Stos-Gale et al. (1996)
