Region,Country,Group,Pb204/Pb206,Pb207/Pb206,Pb208/Pb206,Pb206/Pb204,Pb207/Pb204,Pb208/Pb204,Age,Mu,Kappa,Pb207,Pb206,Pb208,Reference
Northern Eifel,Germany,A,0.054294712,0.851938321,2.088826148,18.418,15.691,38.472,365.599365,9.971118718,3.953617904,21.61860542,25.37578705,53.00560753,Large et al. (1983)
Northern Eifel,Germany,A,0.054389209,0.849777004,2.084792777,18.386,15.624,38.331,262.8427011,9.70992186,3.87682196,21.59771084,25.41573935,52.98654981,Bielicki & Tischendorf (1999)
Northern Eifel,Germany,A,0.054362599,0.850067953,2.08534928,18.395,15.637,38.36,281.1402442,9.759691419,3.890813899,21.60045309,25.41026633,52.98928058,Bielicki & Tischendorf (1999)
Northern Eifel,Germany,A,0.054492943,0.850362378,2.084028118,18.351,15.605,38.244,252.2294207,9.642256779,3.846899338,21.61357341,25.41689751,52.96952909,Schneider (1994)
Northern Eifel,Germany,A,0.054365554,0.850114168,2.086115038,18.394,15.637,38.372,281.8839638,9.759923808,3.897851536,21.59717139,25.40502465,52.99780396,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054487005,0.850869068,2.085653572,18.353,15.616,38.278,272.0913068,9.685604993,3.86756807,21.61473833,25.40313093,52.98213075,Schneider (1994)
Northern Eifel,Germany,A,0.054546446,0.850870016,2.084983363,18.333,15.599,38.224,254.0943265,9.622463807,3.845963542,21.61843783,25.40745052,52.97411165,Schneider (1994)
Northern Eifel,Germany,A,0.054507795,0.850703151,2.084814128,18.346,15.607,38.248,259.8924643,9.651347828,3.853023783,21.6160441,25.40962037,52.97433554,Schneider (1994)
Northern Eifel,Germany,A,0.054451402,0.849877484,2.083419548,18.365,15.608,38.262,247.5343833,9.651027359,3.848344885,21.6072541,25.42396345,52.96878245,Schneider (1994)
Northern Eifel,Germany,A,0.054552398,0.850908297,2.084828978,18.331,15.598,38.217,253.6503991,9.618938802,3.843185242,21.62004824,25.40820004,52.97175173,Schneider (1994)
Northern Eifel,Germany,A,0.054368511,0.849315676,2.086212357,18.39299947,15.62146277,38.37170277,252.6894438,9.698235039,3.892932548,21.58072992,25.40955094,53.00971914,Bode 2008
Northern Eifel,Germany,A,0.054479945,0.850199456,2.085448692,18.35537829,15.60573263,38.27919964,250.3591025,9.644181673,3.863054821,21.60252705,25.40877544,52.98869751,Bode 2008
Northern Eifel,Germany,A,0.054432167,0.850352674,2.08592277,18.37148975,15.62224544,38.32150878,270.309546,9.706253891,3.88073767,21.60297689,25.40472623,52.99229689,Bode 2008
Northern Eifel,Germany,A,0.054435086,0.849975093,2.085993556,18.37050449,15.61447127,38.32075398,255.9937068,9.675516153,3.878271759,21.59506768,25.40670644,52.99822589,Bode 2008
Northern Eifel,Germany,A,0.054536733,0.851381598,2.088187591,18.33626533,15.61115888,38.28956173,275.2815547,9.670154252,3.883147453,21.61103301,25.38348616,53.00548083,Bode 2008
Northern Eifel,Germany,A,0.054510766,0.852330335,2.090160807,18.345,15.636,38.344,316.379394,9.767505435,3.91513132,21.61908054,25.36467335,53.01624611,Bielicki & Tischendorf (1991)
Northern Eifel,Germany,A,0.054429943,0.850649782,2.08882308,18.3722404,15.6283423,38.37635977,281.4882421,9.730407408,3.911596553,21.59298495,25.38410684,53.02290821,Bode 2008
Northern Eifel,Germany,A,0.054611005,0.852590802,2.091438477,18.31132759,15.61206947,38.29701508,295.7457084,9.679611223,3.904099004,21.61725336,25.35478135,53.02796529,Bode 2008
Northern Eifel,Germany,A,0.054635136,0.852262512,2.089555628,18.30324003,15.59916533,38.24563822,276.8721515,9.629932135,3.877350813,21.62105104,25.36900396,53.00994499,Bode 2008
Northern Eifel,Germany,A,0.05459721,0.85265049,2.091206928,18.31595434,15.61710744,38.3024506,301.9622475,9.698687386,3.905683909,21.61970882,25.35588624,53.02440494,Bode 2008
Northern Eifel,Germany,A,0.054508977,0.850481209,2.086447605,18.34560203,15.60258979,38.27713741,251.5951564,9.633891816,3.867311558,21.60265652,25.40051008,52.9968334,Bode 2008
Northern Eifel,Germany,A,0.054209357,0.851357944,2.090095951,18.447,15.705,38.556,370.2883266,10.0204235,3.983605788,21.60009903,25.37134841,53.02855257,Large et al. (1983)
Northern Eifel,Germany,A,0.054285869,0.853265295,2.089245969,18.421,15.718,38.486,412.5844171,10.0799418,3.968163011,21.64268503,25.36454389,52.99277108,Large et al. (1983)
Northern Eifel,Germany,A,0.054412885,0.851670476,2.088366525,18.378,15.652,38.38,322.2339513,9.823799731,3.917910071,21.61579892,25.38047231,53.00372877,Large et al. (1983)
Northern Eifel,Germany,A,0.054466231,0.85087146,2.087254902,18.36,15.622,38.322,278.4303901,9.707926452,3.888520348,21.6059969,25.39278601,53.00121708,"Schneider (1994), Schneider & Haack, 1996, Abstract"
Northern Eifel,Germany,A,0.054513737,0.851886175,2.088857392,18.344,15.627,38.318,299.9728244,9.731662249,3.898750135,21.61739684,25.37592165,53.00668151,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054561327,0.85197512,2.088880402,18.328,15.615,38.285,288.8961218,9.687416609,3.887539052,21.61903971,25.37520075,53.00575954,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054445473,0.850764959,2.087221648,18.367,15.626,38.336,280.8980583,9.722271706,3.892742305,21.60405923,25.39368718,53.00225359,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054495913,0.851825613,2.089318801,18.35,15.631,38.339,303.1464204,9.746260852,3.907384453,21.6136615,25.37334071,53.01299779,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054504824,0.852400937,2.090805036,18.347,15.639,38.36,320.5860232,9.779069273,3.923406599,21.61695187,25.36007519,53.02297294,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054570259,0.852114598,2.088894952,18.325,15.615,38.279,291.1431164,9.688119633,3.886316263,21.62173389,25.374209,53.0040571,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054377379,0.849320283,2.084393692,18.39,15.619,38.332,250.1581003,9.689119868,3.872972937,21.59079913,25.42126871,52.98793215,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054371466,0.849608525,2.085906916,18.392,15.626,38.364,262.2199427,9.716517798,3.891092496,21.58824017,25.40963223,53.0021276,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054454367,0.849923764,2.084839904,18.364,15.608,38.286,248.2875559,9.651252288,3.861788183,21.60037643,25.41448698,52.98513659,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054315355,0.849003313,2.086144153,18.411,15.631,38.408,257.6807179,9.732098595,3.903611432,21.57487923,25.41200828,53.01311249,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054623914,0.852406183,2.088436117,18.307,15.605,38.233,285.3528337,9.652357393,3.870089423,21.63005059,25.37528588,52.99466352,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054492943,0.850525857,2.085281456,18.351,15.608,38.267,258.0749623,9.654191395,3.860225572,21.60994656,25.4077479,52.98230554,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054635852,0.852816478,2.088182265,18.303,15.6091,38.22,296.2721299,9.66969072,3.867175775,21.6396029,25.37427858,52.98611852,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054507795,0.850485119,2.085577238,18.346,15.603,38.262,252.0959645,9.635433075,3.859106284,21.60751132,25.40610156,52.98638712,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054318305,0.84904943,2.085497012,18.41,15.631,38.394,,,,21.579347,25.41589011,53.00476289,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.05436851,0.84896428,2.08427119,18.393,15.615,38.336,240.1200532,9.67255684,3.871719868,21.58437465,25.42436138,52.99126396,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054594956,0.852360586,2.090415543,18.3167105,15.6124421,38.28953632,292.4286597,9.679835531,3.896608943,21.61828514,25.36283998,53.01887488,Bode 2008
Northern Eifel,Germany,A,0.054362599,0.851807556,2.090948627,18.395,15.669,38.463,341.615557,9.888046821,3.956671885,21.60436803,25.36296827,53.0326637,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054347826,0.853967391,2.096956522,18.4,15.713,38.584,418.63858,10.06512688,4.032911669,21.61437198,25.31053551,53.07509251,Bielicki & Tischendorf (1999)
Northern Eifel,Germany,A,0.054221114,0.849699073,2.085560917,18.443,15.671,38.464,310.1788735,9.884437278,3.925954402,21.59194246,25.41128166,52.99677588,Pasteels et al. (1980)
Northern Eifel,Germany,A,0.054561327,0.851593191,2.087461807,18.328,15.608,38.259,275.3738066,9.659460387,3.871156589,21.61922571,25.38679964,52.99397465,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054418807,0.849695255,2.084675664,18.376,15.614,38.308,250.9492293,9.672399014,3.867691982,21.59672467,25.41702398,52.98625135,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054600055,0.852579853,2.089325689,18.315,15.615,38.266,298.6304567,9.69047422,3.885991441,21.62862208,25.36844146,53.00293645,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054626898,0.852398121,2.088550202,18.306,15.604,38.233,284.1696628,9.648595259,3.870405531,21.6292641,25.37460322,52.99613268,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054451402,0.850803158,2.086523278,18.365,15.625,38.319,280.468556,9.718743256,3.884651074,21.60865176,25.39794493,52.99340331,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054457333,0.850569079,2.085007896,18.363,15.619,38.287,270.3967819,9.695266344,3.866816816,21.61230957,25.40923494,52.97845549,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054489974,0.850316042,2.084840889,18.352,15.605,38.261,251.4756735,9.642030985,3.855315145,21.60818632,25.41194716,52.97986652,"Schneider (1994), Schneider & Haack, 1996"
Northern Eifel,Germany,A,0.054439545,0.851978877,2.087429909,18.369,15.65,38.344,325.1042582,9.817942461,3.903979585,21.62707461,25.38451971,52.98840568,Large et al. (1983)
Northern Eifel,Germany,A,0.054513737,0.851450065,2.085804623,18.344,15.619,38.262,284.6207668,9.699664804,3.86599848,21.62547594,25.39840775,52.9761163,Large et al. (1983)
Northern Eifel,Germany,A,0.054016097,0.851455734,2.090260898,18.513,15.763,38.697,427.4651592,10.23901265,4.033459601,21.60114015,25.36965727,53.02920258,Large et al. (1983)
Northern Eifel,Germany,A,0.054168247,0.853420725,2.098315368,18.461,15.755,38.737,450.0426634,10.22038231,4.087070136,21.59609612,25.30533357,53.09857031,Large et al. (1983)
Northern Eifel,Germany,A,0.054147715,0.852934806,2.095191683,18.468,15.752,38.694,439.8003723,10.2061847,4.058492559,21.60353293,25.32846916,53.06799792,Large et al. (1983)
Northern Eifel,Germany,A,0.054549422,0.851625573,2.087606371,18.332,15.612,38.27,280.109634,9.674498909,3.875793945,21.61907663,25.38565929,52.99526408,Durali-Müller (2005)
Northern Eifel,Germany,A,0.054633712,0.852946846,2.091799049,18.30371698,15.61209767,38.28769777,301.5025483,9.681522644,3.904193188,21.62235208,25.35017532,53.02747261,Bode 2008
Northern Eifel,Germany,A,0.054374422,0.850144092,2.087705943,18.391,15.635,38.395,280.2844042,9.75263452,3.911369162,21.58904185,25.39456787,53.01639027,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054466289,0.850662436,2.088172271,18.35998029,15.61814556,38.33880174,271.0076084,9.692554033,3.896154403,21.59680462,25.38821947,53.01497591,Bode 2008
Northern Eifel,Germany,A,0.054451402,0.850313096,2.087557855,18.365,15.616,38.338,263.0917339,9.682853727,3.891641447,21.59321893,25.394433,53.01234807,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.05429766,0.849323994,2.086713363,18.417,15.642,38.431,274.36353,9.774553304,3.915664353,21.57814871,25.40626293,53.01558836,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.05433011,0.848853635,2.081277844,18.406,15.624,38.308,247.8718591,9.705390764,3.851489694,21.59860654,25.44444137,52.95695209,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.05435078,0.849122235,2.084678515,18.399,15.623,38.356,251.1751386,9.702992683,3.881177262,21.58528835,25.42070795,52.9940037,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054430655,0.850097975,2.086653603,18.372,15.618,38.336,261.717323,9.689221569,3.886636419,21.59389431,25.40165362,53.00445206,Cauet (1983)
Northern Eifel,Germany,A,0.054510766,0.852166803,2.089724721,18.345,15.633,38.336,310.6763975,9.755468635,3.909805846,21.61822054,25.36853168,53.01324778,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054368851,0.849122761,2.086529491,18.39288452,15.61781688,38.37729597,245.6935485,9.683769234,3.89469569,21.57514705,25.40874895,53.01610401,Bode (2005)
Northern Eifel,Germany,A,0.054442509,0.851045296,2.089122387,18.368,15.632,38.373,291.6600711,9.746015025,3.913905711,21.59921518,25.37963053,53.0211543,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054487005,0.851087016,2.088813818,18.353,15.62,38.336,279.8128931,9.701565529,3.899949714,21.60173699,25.38134949,53.01691352,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054328707,0.849687255,2.088391002,18.40647535,15.63974751,38.4399175,277.8700296,9.767998398,3.926592857,21.5761902,25.3930962,53.03071361,Bode 2008
Northern Eifel,Germany,A,0.05437495,0.849354225,2.087749638,18.39082159,15.62032202,38.39543112,252.1086929,9.6941907,3.906571678,21.57307134,25.39938073,53.02754793,Bode 2008
Northern Eifel,Germany,A,0.054384695,0.849157808,2.086589731,18.38752596,15.61391123,38.36722285,242.1125591,9.669457297,3.891521506,21.57551518,25.40813378,53.01635104,Bode 2008
Northern Eifel,Germany,A,0.054378027,0.849323819,2.087012647,18.38978081,15.61887887,38.37970513,250.087235,9.688687744,3.898404472,21.57650461,25.40433239,53.019163,Bode 2008
Northern Eifel,Germany,A,0.054392087,0.849299862,2.086884927,18.38502717,15.61440104,38.36743608,244.9457846,9.671962287,3.893462574,21.57672741,25.40531133,53.01796126,Bode 2008
Northern Eifel,Germany,A,0.054360487,0.849483949,2.087835743,18.39571443,15.62686413,38.40723011,261.1124695,9.719111997,3.911886784,21.57518351,25.39798844,53.02682806,Bode 2008
Northern Eifel,Germany,A,0.054359531,0.849357363,2.087199893,18.39603794,15.62481028,38.39620842,256.899524,9.710863345,3.90510093,21.57614656,25.40290754,53.0209459,Bode 2008
Northern Eifel,Germany,A,0.054332581,0.84954799,2.088527816,18.40516297,15.63606921,38.43969482,271.792871,9.753627017,3.926060073,21.57266726,25.393112,53.03422074,Bode 2008
Northern Eifel,Germany,A,0.054344654,0.849560522,2.088296983,18.4010739,15.63282594,38.42690711,268.6051964,9.741636676,3.92085955,21.57418141,25.3945197,53.03129888,Bode 2008
Northern Eifel,Germany,A,0.054361187,0.849476414,2.087728642,18.39547781,15.62652452,38.40476591,260.6332298,9.71781373,3.910616649,21.57562031,25.39872793,53.02565176,Bode 2008
Northern Eifel,Germany,A,0.054353734,0.848624851,2.083922165,18.398,15.613,38.34,232.4533548,9.663509738,3.869848133,21.57952205,25.42881232,52.99166563,Durali-Müller (2005)
Northern Eifel,Germany,A,0.054365554,0.848809394,2.083831684,18.394,15.613,38.33,235.4638972,9.664397334,3.86717792,21.58369852,25.4282041,52.98809738,Durali-Müller (2005)
Northern Eifel,Germany,A,0.05415358,0.850752735,2.091736164,18.466,15.71,38.626,365.7220317,10.03584657,4.009618052,21.5790775,25.36468778,53.05623472,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.05415358,0.850752735,2.077872847,18.466,15.71,38.37,365.7220317,10.03584657,3.874352077,21.65522565,25.45419458,52.89057977,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054068667,0.850932685,2.092673696,18.495,15.738,38.704,395.6759521,10.14192378,4.040821878,21.57752581,25.35750031,53.06497388,Large et al. (1983)
Northern Eifel,Germany,A,0.054430655,0.850968866,2.090137165,18.372,15.634,38.4,292.5081688,9.753074872,3.926337424,21.59213325,25.37358782,53.03427893,Cauet (1983)
Northern Eifel,Germany,A,0.054398085,0.848936517,2.085241799,18.383,15.606,38.333,230.0506302,9.639076317,3.873553368,21.57849617,25.4182683,53.00323553,Bielicki & Tischendorf (1991)
Northern Eifel,Germany,A,0.054341919,0.848875122,2.087164439,18.402,15.621,38.408,245.0438862,9.694369426,3.90605871,21.56673248,25.40624871,53.02701882,Cauet (1983)
Northern Eifel,Germany,A,0.054401045,0.850179523,2.086334458,18.382,15.628,38.351,273.5471657,9.726782023,3.89149369,21.59726925,25.4031868,52.99954395,Bielicki & Tischendorf (1991)
Northern Eifel,Germany,A,0.054487005,0.852340217,2.090557402,18.353,15.643,38.368,323.7130935,9.793688229,3.925063114,21.61710243,25.36205848,53.02083909,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054513737,0.850850414,2.086240733,18.344,15.608,38.27,263.3421639,9.655785616,3.866451242,21.61114342,25.39946277,52.98939381,Schneider (1994)
Northern Eifel,Germany,A,0.054448859,0.851292881,2.089693054,18.36585779,15.63472399,38.37900546,298.4585198,9.757418923,3.919488122,21.60101291,25.37436105,53.02462604,Bode 2008
Northern Eifel,Germany,A,0.054389209,0.849341891,2.084357663,18.386,15.616,38.323,247.3280555,9.67809664,3.869778325,21.59142758,25.42136191,52.98721051,Schneider (1994)
Northern Eifel,Germany,A,0.054356689,0.852204164,2.09191716,18.397,15.678,38.485,356.880393,9.923856105,3.970148347,21.60694598,25.35418964,53.03886439,Large et al. (1983)
Northern Eifel,Germany,A,0.054194667,0.846358118,2.080858444,18.452,15.617,38.396,199.6331286,9.667558438,3.86540348,21.55109363,25.46332712,52.98557925,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054013179,0.847466782,2.078913255,18.514,15.69,38.489,,,,21.58392142,25.46875215,52.94732643,"Höhndorf (1982), zit. in Krahn (1988)"
Northern Eifel,Germany,A,0.054115482,0.84750257,2.079549759,18.479,15.661,38.428,,,,21.58113769,25.46439202,52.95447029,"Höhndorf (1982), zit. in Krahn (1988)"
Northern Eifel,Germany,A,0.053954894,0.848009064,2.080176972,18.534,15.717,38.554,329.5320108,10.0472206,3.929125755,21.58780304,25.45704279,52.95515418,"Höhndorf (1982), zit. in Krahn (1988)"
Northern Eifel,Germany,A,0.05427703,0.847427269,2.080438558,18.424,15.613,38.33,212.8681348,9.65780312,3.847528616,21.57475092,25.45911811,52.96613097,Durali-Müller (2005)
Northern Eifel,Germany,A,0.054552398,0.85096285,2.086138236,18.331,15.599,38.241,255.6046772,9.622916722,3.856382718,21.61394466,25.39939865,52.98665669,Schneider (1994)
Northern Eifel,Germany,A,0.054549422,0.85097098,2.086078988,18.332,15.6,38.242,256.8025148,9.626668781,3.856607255,21.61443179,25.39972843,52.98583978,Schneider (1994)
Northern Eifel,Germany,A,0.054513737,0.850904928,2.085695595,18.344,15.609,38.26,265.2847658,9.659769051,3.861454008,21.61522164,25.40262834,52.98215003,Durali-Müller (2005)
Northern Eifel,Germany,A,0.054333062,0.849117088,2.085194241,18.405,15.628,38.378,256.3669615,9.721522402,3.890631951,21.58235627,25.41740896,53.00023477,Krahn 1988: 185
Northern Eifel,Germany,A,0.054185857,0.852180981,2.09417502,18.455,15.727,38.648,404.4492804,10.1076372,4.034460799,21.5941233,25.33983249,53.06604421,Large et al. (1983)
Northern Eifel,Germany,A,0.055120714,0.859772903,2.097453423,18.142,15.598,38.052,395.7118628,9.664806154,3.879721451,21.72665478,25.27022509,53.00312012,Schneider (1994)
Northern Eifel,Germany,A,0.055090348,0.859354341,2.096959013,18.152,15.599,38.064,390.1190528,9.666275107,3.879916418,21.72108891,25.27605653,53.00285456,Schneider (1994)
Northern Eifel,Germany,A,0.054510766,0.849713818,2.084491687,18.345,15.588,38.24,223.3812098,9.576129432,3.842749588,21.59810455,25.41809264,52.98380281,Krahn & Baumann (1996)
Northern Eifel,Germany,A,0.054504824,0.850438764,2.085136535,18.347,15.603,38.256,251.3416784,9.635207309,3.855241825,21.60900756,25.40924577,52.98174667,Schneider (1994)
Northern Eifel,Germany,A,0.055087313,0.858756128,2.094970528,18.153,15.589,38.03,370.4122656,9.625482557,3.857051832,21.72016943,25.29259321,52.98723736,Durali-Müller (2005)
Northern Eifel,Germany,A,0.055090348,0.858803438,2.095085941,18.152,15.589,38.03,371.1638575,9.625736241,3.857725916,21.72047206,25.2915523,52.98797564,Durali-Müller (2005)
Northern Eifel,Germany,A,0.055075178,0.858787245,2.095610508,18.157,15.593,38.05,375.0139058,9.640661241,3.866754787,21.71727019,25.28830084,52.99442897,Durali-Müller (2005)
Northern Eifel,Germany,A,0.054086213,0.85245281,2.097355184,18.489,15.761,38.778,440.8594765,10.23731481,4.091727544,21.58213288,25.31768637,53.10018075,Bielicki & Tischendorf (1999)
Sauerland,Germany,B,0.054229935,0.84978308,2.084273319,18.44,15.67,38.434,310.5007413,9.881143999,3.911728832,21.60068372,25.41905602,52.98026026,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054519547,0.852847925,2.093093121,18.34204512,15.64297513,38.39160847,331.7695329,9.796251714,3.945054516,21.61329618,25.34249722,53.04420661,Bode 2008
Sauerland,Germany,B,0.054685248,0.854684056,2.094133648,18.28646732,15.62915206,38.29430652,346.8551596,9.754240962,3.925280192,21.64404944,25.32403557,53.031915,Bode 2008
Sauerland,Germany,B,0.05478347,0.856646828,2.096286943,18.25368114,15.63695804,38.26495343,385.7740922,9.794094744,3.934194685,21.6711657,25.29766645,53.03116785,Bode 2008
Sauerland,Germany,B,0.054799609,0.856652232,2.096033643,18.24830524,15.63245141,38.24906171,381.3317944,9.777198325,3.927637738,21.67266155,25.29925301,53.02808544,Bode 2008
Sauerland,Germany,B,0.054392586,0.849601612,2.086113101,18.3848585,15.61980542,38.35289418,255.5768219,9.693484939,3.887746949,21.58697146,25.4083457,53.00468284,Bode 2008
Sauerland,Germany,B,0.054972613,0.857421139,2.094515714,18.19087633,15.5972419,38.10107633,357.6667923,9.649262686,3.873451331,21.6962257,25.30404804,52.99972626,Bode 2008
Sauerland,Germany,B,0.054870629,0.856146007,2.093367742,18.2246862,15.60299232,38.1509702,343.2800392,9.664057934,3.87997092,21.67725096,25.31957257,53.00317647,Bode 2008
Sauerland,Germany,B,0.054872658,0.856152094,2.09345766,18.22401252,15.60252648,38.1511986,342.8961519,9.662346789,3.880387508,21.67687816,25.31895712,53.00416472,Bode 2008
Sauerland,Germany,B,0.054728556,0.854061133,2.091622404,18.27199675,15.60540224,38.21811776,312.419278,9.662242439,3.885548749,21.64545446,25.34415117,53.01039438,Bode 2008
Sauerland,Germany,B,0.054606018,0.856222356,2.091574291,18.313,15.68,38.303,421.6590756,9.953675545,3.929442402,21.68861348,25.33058537,52.98080115,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054776512,0.855937774,2.093393953,18.256,15.626,38.217,363.5267341,9.749124167,3.902788182,21.67297743,25.32073954,53.00628303,Wagner & Schneider (1999)
Sauerland,Germany,B,0.05474053,0.85537552,2.093058901,18.268,15.626,38.236,354.6171039,9.746115209,3.905038648,21.66366283,25.32649383,53.00984334,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054926947,0.857739207,2.094803911,18.206,15.616,38.138,381.8662768,9.721343428,3.889927157,21.70094497,25.30016676,52.99888827,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054767512,0.855468536,2.092557095,18.259,15.62,38.208,349.97019,9.724141172,3.893822925,21.66826196,25.32911621,53.00262183,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054716568,0.855219961,2.092908733,18.276,15.63,38.25,356.2203177,9.760268041,3.908628119,21.6614003,25.32845501,53.01014469,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054668708,0.853815876,2.090312705,18.292,15.618,38.236,,,,21.6477698,25.35414299,52.99808721,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054716568,0.85571241,2.093838914,18.276,15.639,38.267,373.1077568,9.79666121,3.920929801,21.66606633,25.31933169,53.01460198,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054484036,0.851639969,2.088536559,18.354,15.631,38.333,300.1696655,9.74531281,3.901511372,21.61425924,25.37957355,53.00616721,Wagner & Schneider (1999)
Sauerland,Germany,B,0.054803529,0.858004055,2.097550282,18.247,15.656,38.274,425.8937132,9.873352045,3.950147609,21.69112044,25.28090666,53.0279729,Schaeffer (1984)
Sauerland,Germany,B,0.054785515,0.857557662,2.097299074,18.253,15.653,38.282,415.9907751,9.859513004,3.949416932,21.68365933,25.28536599,53.03097468,Schaeffer (1984)
Sauerland,Germany,B,0.054902743,0.856813762,2.094548924,18.2140263,15.6060284,38.15016919,357.0379232,9.678957347,3.887754816,21.68400702,25.30772493,53.00826804,Bode 2008
Sauerland,Germany,B,0.054362599,0.84979614,2.083664039,18.395,15.632,38.329,271.5447322,9.739739754,3.872613205,21.6042899,25.42290895,52.97280115,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054516709,0.853622635,2.092841956,18.343,15.658,38.389,359.2393135,9.856591808,3.948197501,21.6300594,25.33913524,53.03080536,Schaeffer (1984)
Sauerland,Germany,B,0.054622434,0.850197706,2.083912846,18.307496,15.5649911,38.1512261,206.2360565,9.493282683,3.811811291,21.61092564,25.41870613,52.97036824,Bode 2008
Sauerland,Germany,B,0.054356689,0.848834049,2.081100179,18.397,15.616,38.286,239.0635014,9.675633781,3.842929845,21.59919224,25.44571847,52.95508928,"Schaeffer (1984), Large et al. (1983)"
Sauerland,Germany,B,0.054611551,0.852211599,2.089181744,18.31114449,15.60496972,38.25530878,282.1776512,9.651271094,3.879316662,21.62208957,25.37173819,53.00617224,Bode 2008
Sauerland,Germany,B,0.054477077,0.85051662,2.086866602,18.35634451,15.61237608,38.30724229,262.5610201,9.670396489,3.879704855,21.60106273,25.39757864,53.00135863,Bode 2008
Sauerland,Germany,B,0.054441005,0.850346665,2.087278738,18.36850721,15.61959884,38.34019454,267.4292935,9.69638909,3.891745016,21.59541799,25.39601658,53.00856543,Bode 2008
Sauerland,Germany,B,0.054327158,0.851686858,2.09137828,18.407,15.677,38.496,347.729097,9.917329782,3.968955103,21.59961422,25.36098099,53.03940479,Schaeffer (1984)
Sauerland,Germany,B,0.054971031,0.857483803,2.094843477,18.19139963,15.59883053,38.10813485,360.2980436,9.655549802,3.87751619,21.69566794,25.30154841,53.00278365,Bode 2008
Sauerland,Germany,B,0.05484561,0.856523885,2.094882905,18.233,15.617,38.196,363.6561236,9.718529906,3.903757519,21.67642895,25.30744247,53.01612858,Wedepohl et al. (1978)
Sauerland,Germany,B,0.054205868,0.846189812,2.077127272,18.44818732,15.61066816,38.31923301,190.0138178,9.64339526,3.825327323,21.56822388,25.48863572,52.9431404,Bode 2008
Sauerland,Germany,B,0.054920003,0.85736336,2.095812398,18.20830213,15.61113109,38.16118535,370.976034,9.701031505,3.899400715,21.68796462,25.29611789,53.01591749,Bode 2008
Sauerland,Germany,B,0.054368722,0.849658734,2.085801863,18.39292812,15.62771202,38.36400374,264.8314286,9.723124763,3.891078854,21.58981683,25.40998633,53.00019684,Bode 2008
Sauerland,Germany,B,0.054661454,0.854236768,2.093447559,18.29442739,15.62777252,38.29842436,338.3347121,9.746717626,3.921667592,21.63893303,25.33130608,53.02976088,Bode 2008
